1,28,38,24,46,-5,-71,69
45,-30,-19,11,72,109,-24,10
6,28,29,18,3,-116,8,127
60,-21,-48,-47,-35,-16,-33,4
-120,-12,2,-7,-59,6,127,-78
3,-19,5,9,41,-4,-109,50
2,20,6,-17,-13,-15,-33,89
-6,-14,-29,-21,-34,-46,35,45
-42,-8,5,38,36,90,44,11
4,16,8,-19,-74,-36,76,31
13,-30,-18,-29,-16,-17,-46,-45
-13,26,38,29,-8,-99,1,23
-27,-27,-44,-15,20,-57,-62,-128
-53,-8,2,-19,-46,-87,-9,-4
23,3,-4,12,31,29,-76,-24
30,28,45,19,-33,95,-58,-77
-33,-56,-45,-12,35,49,-28,11
58,21,5,-9,0,57,77,-54
-6,-10,-2,-30,30,19,-123,34
62,17,-15,28,74,49,42,41
5,5,-22,-43,-85,-105,-128,-10
-37,-13,3,-4,-37,-35,-97,-20
22,23,3,-21,-52,10,18,60
4,-22,-5,-4,1,-65,104,-38
2,7,5,8,29,25,18,-25
-38,-2,11,-18,-25,-89,-50,-3
-25,-17,-48,-22,-34,29,-128,-32
30,19,28,53,99,98,83,37
36,7,-5,-7,-16,-67,-58,-26
-55,-12,-10,-11,-33,-61,-128,-59
30,-9,-14,-7,-47,-79,-49,-15
-55,-32,-8,14,9,3,83,-45
16,-2,-6,-19,13,38,-59,24
-49,-1,8,24,78,75,91,-14
-11,-6,3,23,19,33,127,74
22,-11,-11,-18,-1,-43,4,-26
-11,10,8,11,-7,-28,-3,5
18,-8,-18,-22,-42,-55,-11,-12
5,-3,16,26,5,-74,-49,-27
13,5,7,-2,-32,-65,-34,-43
51,25,6,9,0,10,-111,68
7,9,1,-12,-20,-32,1,37
-2,-3,-11,36,28,-66,91,-3
-26,-11,-3,-17,-52,-80,-124,28
-54,-32,-21,-18,32,-45,104,-80
-12,-4,1,19,8,-24,4,-5
20,2,20,-4,-22,20,-19,0
-43,-18,-26,-18,-13,15,38,-95
23,21,29,14,7,39,-44,34
7,-22,-18,-21,-53,9,63,29
4,13,40,59,72,62,127,-4
58,15,-21,-16,1,30,-84,12
23,-14,-11,-6,-79,51,-56,-17
28,14,16,13,16,48,45,-63
-16,-3,-18,-26,-8,-28,-108,6
-2,14,17,-1,-21,-22,34,-2
-6,-2,-11,-15,-23,-85,74,37
-32,-4,0,8,19,15,-78,-30
41,0,-1,-11,-12,20,-58,30
17,6,3,0,7,-7,-128,-9
-42,4,-7,-17,3,51,76,-78
-11,-22,-10,-2,-71,-99,79,79
-43,14,19,5,51,104,18,-17
-20,4,-14,-27,-13,-74,-118,-72
19,10,8,34,28,-34,34,114
17,4,-5,-5,-9,-8,-39,66
-54,-7,-10,-21,-29,-76,48,-32
39,0,-11,-21,-75,-96,-92,53
-10,-6,8,6,52,82,55,-63
31,32,3,-10,-24,-40,-39,47
-6,-11,0,1,38,-52,-30,41
22,4,-2,4,16,81,87,14
-34,-5,-5,-25,-55,-67,-124,57
42,-7,-7,22,127,127,84,31
82,35,-4,-19,3,-37,21,-112
-25,-3,6,33,14,-23,113,10
14,-2,19,3,21,4,-89,-86
-17,-3,-10,-22,-58,-64,-110,-67
28,2,-18,21,37,21,22,89
-100,-34,-3,-17,-1,54,-88,-21
51,53,16,-3,42,57,92,46
9,-12,4,9,20,14,-39,28
-11,-3,-22,-23,-33,76,86,-85
18,0,-5,11,48,26,64,-47
-87,-28,-12,-14,17,-59,-113,-51
-50,7,20,21,-6,-66,-50,76
-24,-18,1,10,4,81,-54,-36
87,46,36,46,51,91,101,127
30,3,-11,-17,-103,-31,-78,49
-57,-22,-9,-1,62,127,69,-81
33,-2,-5,-5,1,-10,-14,-21
-13,-18,-18,-32,-84,-74,35,-17
-15,-14,5,19,21,-24,127,12
-15,2,-7,-6,-37,-53,-11,-22
-40,-12,10,-13,-35,-56,35,-60
41,-1,-19,-16,14,54,-64,-27
44,20,22,15,-9,22,68,63
19,-3,9,42,91,66,111,29
-31,-10,-18,-17,-48,-81,-13,39
-27,3,1,2,8,-33,-102,0
0,-6,-9,0,5,-19,-49,-35
7,1,0,-14,-29,-22,-50,-18
-36,-9,15,11,0,25,-8,44
-23,-1,1,7,9,-4,-15,-16
28,1,-12,-9,2,-12,-39,-3
9,11,3,-11,-15,9,19,-1
21,2,-3,-1,1,-4,-48,-12
-46,-11,7,-2,2,-7,-26,-25
48,-4,-16,-6,7,-10,-70,-22
11,6,9,5,-6,-20,115,-20
-7,-12,-3,-2,-8,-19,-48,-2
-26,-5,-8,-3,-7,-13,-4,6
-8,-10,-19,-5,5,13,7,4
-2,10,10,0,-5,1,-47,-20
22,12,13,-1,-9,-5,-29,2
-5,1,6,0,16,32,44,4
-13,-11,-6,3,8,-33,-5,-14
-26,-7,-20,-18,-14,3,-33,-17
8,5,-4,-3,-1,2,5,-20
1,7,8,1,-3,-9,-19,5
-15,-7,1,-1,-1,8,4,-14
-15,-1,-5,-1,-1,2,-14,-2
27,5,4,1,0,-3,-14,3
-19,-11,-2,-2,-2,-2,-1,1
-10,-6,-19,-9,-3,3,3,-1
5,2,10,-12,-19,-38,-54,-31
4,7,19,27,19,46,42,42
-18,-6,-8,-10,-4,9,35,-2
-23,1,1,-4,-6,-16,-29,-42
24,2,-11,-9,-4,4,-8,7
-23,-10,-9,-11,6,-28,-20,-8
1,-1,1,2,-12,-24,-20,-6
9,0,2,-2,0,17,37,1
4,-3,-3,1,-5,-2,-30,-7
-15,0,-2,-6,-9,-27,-53,-44
14,-10,-11,-5,11,29,43,53
-39,-10,-2,-2,-6,-2,14,-4
-1,-4,-1,-4,-9,-8,-55,-37
27,3,3,7,11,10,22,41
-37,-16,-9,-5,-8,2,16,-3
11,12,3,7,14,-15,-20,-2
17,-3,-3,2,4,6,47,9
16,-5,-11,-10,-19,-24,-46,-26
-9,2,5,4,0,-26,-27,-13
61,24,11,9,7,26,1,34
-16,-7,-6,-9,-9,0,48,-6
-13,-3,-6,-3,7,-15,-50,-16
36,15,10,6,19,44,75,22
-15,-7,-4,-4,-9,-4,-3,-7
0,-2,-2,-6,0,-10,-4,-4
-14,-6,-5,-7,-11,-6,-13,-5
-9,-1,-2,-5,-3,-3,-14,-7
-29,-16,-2,-1,1,0,-15,6
20,17,3,5,8,5,-11,12
-21,-12,0,-3,-1,21,26,-8
11,14,10,7,-2,-9,-37,-6
2,-12,-6,0,6,-2,39,26
-5,-5,0,1,-9,-5,-17,5
-15,-6,-3,0,1,9,21,-10
18,10,3,-3,-9,-24,-35,-21
-19,-10,-3,-3,-2,-3,-22,-23
-12,-2,1,3,7,21,15,13
-10,0,0,-1,-4,-3,2,7
-15,-15,-8,-3,-3,-10,-15,-8
-4,5,3,0,0,9,6,-3
21,3,1,3,2,3,3,5
10,3,-1,1,-3,1,4,1
-26,-10,-5,0,-2,-2,-2,0
-20,-2,6,2,-3,1,6,-12
4,6,-1,-2,-1,-3,-6,3
-25,-11,-4,-2,-1,0,0,0
23,6,-4,1,-2,1,5,5
-3,17,10,3,-1,-4,-5,2
13,16,10,2,2,1,-8,-3
-18,-32,-48,-31,-16,-1,6,0
-27,-18,22,11,1,-7,-6,-8
43,16,1,12,6,5,1,-1
-8,-4,3,0,4,6,3,6
29,15,17,10,3,4,8,5
-13,-5,-21,-17,-12,-9,-8,-4
5,4,9,-1,-1,-1,-3,-4
25,4,-5,-2,0,4,3,13
-1,-1,-4,-8,-4,-2,0,0
-2,-4,-4,2,1,-2,-2,-3
-25,-9,2,1,-1,1,0,0
-2,2,-5,-2,-1,0,-1,-2
32,21,4,5,1,-2,-1,-2
21,-6,-11,-17,-7,-4,-1,3
-21,-2,2,19,3,9,-1,-3
-12,3,33,10,8,2,4,3
14,9,1,1,2,-14,-3,8
10,7,9,6,1,2,10,2
0,-13,-21,-21,-13,-9,-9,-8
-12,-10,-16,-7,-8,-3,-8,-7
-5,-2,5,8,9,11,5,7
-39,-6,-3,-5,-4,-5,-8,-13
-14,-15,-9,-9,-4,-5,1,-3
-21,7,-7,-1,-2,-5,-9,-10
-28,-16,-1,-2,-3,2,6,-2
17,12,-11,-8,-1,-3,-4,2
3,1,13,1,6,2,3,-2
-3,-1,20,23,11,7,6,5
28,17,3,-1,-3,5,1,2
6,-5,-8,-10,-4,1,0,1
-5,0,-8,-9,-4,-5,-5,-6
-14,-18,-13,-4,0,-2,1,-3
2,-6,4,1,1,2,2,-2
-30,0,8,7,1,-4,-6,-8
-1,-4,-11,-4,-2,-2,-1,8
2,-11,-25,-15,-7,-5,-3,-10
0,6,19,11,3,3,0,0
8,1,5,7,2,2,1,2
34,3,2,2,-1,-1,-4,2
-29,-16,-9,-13,-4,1,3,-3
36,21,19,11,3,2,2,10
-3,3,8,3,-3,-3,-4,-3
-29,-11,-20,-14,-6,-2,0,-2
41,-21,-45,-40,-12,-2,-6,2
-46,11,53,46,16,3,1,-6
-19,-7,7,11,3,4,-2,-1
0,-8,2,0,-2,-4,0,-6
1,-4,-16,-18,-8,-6,-1,2
-14,-23,-56,-30,-11,-5,-5,-8
-47,-12,-6,-7,0,2,2,-1
35,26,27,13,4,0,-2,-1
11,14,19,14,5,3,1,7
4,-4,1,-9,-5,-5,-5,-5
4,-2,5,18,1,-4,-2,9
45,17,-25,-29,-10,-7,-14,-12
-35,-10,11,21,2,-6,1,0
-18,32,-3,-12,-2,6,17,-1
35,-27,-2,7,6,8,8,5
-12,9,37,16,4,-1,0,5
56,10,10,10,1,-4,-10,-8
-14,-13,-35,-18,-8,-4,-10,-6
16,6,-2,-8,-9,-6,-4,-9
-42,-13,0,-12,-1,-2,-1,2
57,22,-9,8,2,2,-2,3
-22,-6,29,17,5,2,4,3
-6,7,17,-4,0,3,0,-5
-11,-36,-9,27,11,8,5,10
-24,-1,-6,-14,-8,-28,-21,-27
-11,-16,-13,-10,5,43,5,-2
24,16,-11,-10,-12,-9,-16,-6
-8,-1,-7,-7,-4,-45,-3,13
3,-5,9,8,8,44,69,20
-22,-1,-2,-1,-13,-62,-36,-13
-16,-2,-2,2,-2,-9,-2,-5
35,-2,-11,-9,6,62,11,15
-8,3,4,-5,-10,-1,-107,-42
20,-9,-7,-8,-19,-46,39,19
-3,4,-6,-8,7,24,-22,16
1,0,-2,3,-9,-41,-53,-33
-55,-15,-4,1,10,19,-21,33
-93,-25,0,-3,-20,-36,31,-63
39,10,-18,-5,11,13,-41,1
76,24,16,9,6,34,106,66
-26,19,29,15,-3,-25,-96,12
-8,7,5,6,-19,34,27,116
-28,-13,5,2,12,-14,-76,-80
-41,-14,-27,-25,-44,-8,-106,-85
52,15,1,11,82,55,119,107
121,37,25,27,16,22,74,61
-60,8,11,12,-6,34,54,-76
-62,-30,10,-5,-15,-34,-89,-27
-14,3,-12,-13,24,30,-44,-71
-47,10,-5,18,35,17,-26,-87
76,-13,-15,-29,-48,73,19,113
-66,-14,-5,37,21,-38,127,76
19,36,32,6,-74,-55,-117,-58
-11,-66,-20,-20,10,124,43,-62
20,23,-3,-4,-20,-91,-23,-16
13,-19,3,24,40,-29,82,52
22,8,-9,-32,-94,-33,-29,55
54,24,6,-3,69,72,53,17
58,22,49,55,40,41,84,51
-63,6,-13,-12,7,-32,-105,-112
-97,-54,0,16,33,64,48,-79
33,34,10,5,-17,-77,48,47
-4,-8,3,16,21,39,19,17
15,6,15,-5,-5,-32,-13,58
-25,-6,12,38,93,44,-35,95
35,29,-35,-37,34,-106,-128,-27
-54,-19,6,-8,-47,-74,-2,126
-60,-29,-4,-22,-20,97,-66,-51
72,8,7,50,34,-26,127,41
-67,-28,-51,-59,-66,-98,-120,-94
-14,4,3,21,48,58,34,-43
113,24,-7,-20,-57,-14,30,74
-27,-34,-20,-25,9,-74,-50,-114
8,3,53,54,61,63,90,113
-62,15,-1,-16,-53,-83,-118,-106
-63,-31,-16,-4,59,91,28,-68
-14,6,12,1,-29,-29,12,85
28,19,4,-13,-54,-99,56,-3
55,-31,-33,-24,-63,24,-50,-64
41,51,12,29,34,34,127,127
68,23,12,-21,-63,-114,-65,-63
-128,-81,-35,6,7,-52,-128,-128
104,49,20,-15,-53,-72,72,80
118,44,-7,0,41,37,-128,-108
19,15,0,8,39,77,48,-38
3,2,28,2,-125,-27,68,127
-107,-51,-48,-26,77,89,35,-87
40,19,62,76,43,97,88,87
-73,-33,-38,-16,-28,-45,-66,-33
27,26,21,26,41,17,127,92
15,-16,6,-5,-27,-78,-123,69
-23,4,-32,-31,-90,18,-41,81
-39,-49,-15,-5,-9,23,35,-61
-29,24,42,5,-79,10,-91,-49
-75,-45,-48,-8,42,-1,101,21
19,23,4,-16,-72,-108,14,17
-30,-9,-11,-3,33,93,107,12
37,10,1,25,37,71,78,30
-59,-19,-45,-47,-64,-116,-99,-57
-33,-24,8,-15,-20,-80,-123,-12
-8,34,48,39,-9,-73,114,67
-6,-9,-7,-7,-8,29,-112,-1
29,3,-17,7,64,88,-88,61
-33,-8,-10,-2,-28,4,-29,-21
76,9,7,-25,-46,-73,-128,58
93,5,25,37,89,97,103,5
47,69,14,8,-16,-92,-76,5
-73,-32,-5,-6,-24,-72,-128,-99
-19,-8,-19,13,70,85,-46,-61
-59,-31,-17,-28,-57,-53,-68,-125
-95,-42,12,-8,-52,26,-33,-82
64,37,-31,-16,82,74,-34,63
-73,13,11,-19,-49,-73,-109,-75
45,4,-15,-19,-15,46,47,43
-53,-16,37,52,71,65,-41,-74
-42,-17,-18,-42,42,30,-48,-101
62,-20,-13,-8,-65,-44,127,117
-29,-11,-27,-13,75,-34,-128,-108
26,20,14,3,-36,75,127,30
85,22,27,18,-40,-65,94,-27
-1,-39,-54,-52,-56,-33,-114,-68
-9,4,-8,-2,-50,-44,-105,35
30,22,-1,24,29,-2,89,-47
-113,-15,33,28,32,20,-47,-118
34,31,8,-4,15,25,-74,-54
-39,-9,-50,-32,-54,0,-28,-35
-35,-33,-9,-1,61,48,58,-81
6,-7,-9,0,-30,-49,127,127
-37,0,-1,-19,-60,4,-94,26
-38,-15,-1,3,84,-1,-79,93
-6,20,42,45,82,-3,89,123
-87,-38,-20,-10,-68,-123,-69,-56
-25,-15,-10,-19,-2,21,-70,22
33,-16,2,-6,-12,69,93,38
25,36,20,13,2,2,68,70
-56,0,66,48,112,28,-100,79
97,8,-44,-20,-65,-84,98,-35
52,33,2,-10,29,79,64,9
9,-13,-15,-16,-94,-106,-128,-77
-19,-20,-10,-23,-20,102,10,-46
8,40,81,70,86,125,99,-24
-46,-14,-16,-5,-2,22,-17,-63
46,28,-3,-13,24,-44,-118,35
63,12,15,32,-76,32,48,66
28,-3,-26,-42,11,-59,31,-32
25,47,40,24,-14,-106,41,-74
66,20,2,2,-9,-38,-108,9
90,12,-36,-49,5,18,45,-78
12,-7,-6,6,-21,-60,-2,36
105,50,19,10,0,-94,-28,-11
1,-40,-29,-13,-54,-47,-41,6
7,-11,-36,-21,27,-11,-50,19
89,30,23,26,21,49,17,0
34,20,0,-14,1,-98,-121,-34
-89,-39,-19,-17,-90,-20,88,16
61,-18,-30,0,7,-88,-77,76
-19,-7,1,-7,28,82,-31,28
-8,-14,38,59,23,88,19,76
-11,1,0,-8,7,17,-50,-60
-88,-30,-5,-2,12,-21,127,-80
-90,-37,-22,10,1,1,-56,-106
25,-32,-41,-52,-90,-67,-128,-89
41,7,12,18,89,-27,-78,-8
35,25,23,32,21,81,100,42
-115,-49,-55,-20,37,-43,-128,-74
-45,-59,-13,-27,-84,60,32,5
-95,-15,9,-20,-6,-30,127,-16
61,1,31,13,9,3,-85,53
-78,-56,-54,-15,53,89,120,62
3,60,67,39,40,7,-71,-31
6,-37,-36,-4,-13,-92,-47,-51
-5,51,36,13,44,14,-50,-41
-70,-34,15,28,-15,86,-25,38
18,-19,-33,-36,60,123,40,-5
123,44,3,8,35,75,-43,76
-65,-19,0,-11,-78,-93,-103,-76
-9,41,-8,-27,-7,61,72,76
20,17,13,-11,-51,-43,35,49
-12,22,27,-7,-55,26,-36,-48
-42,-38,-68,-17,24,62,81,-49
102,62,57,22,-47,-56,-8,83
27,-29,-25,-8,-15,32,-72,111
-87,-26,-3,-9,15,15,17,54
13,41,18,20,-42,0,55,37
-8,-19,-24,-13,24,16,-128,8
-17,3,7,16,-14,5,-13,-20
30,-26,-27,-27,-93,-42,-128,-87
-5,20,14,10,25,5,17,-20
59,21,12,-6,-56,-70,-56,-14
-41,-8,-9,15,90,21,42,40
44,13,-7,-23,6,-15,-77,59
-44,-23,-10,11,-24,21,-113,-36
16,-5,-1,-1,-30,-2,127,-9
-26,2,-19,-31,-99,-121,-62,-102
55,35,31,27,66,86,127,102
69,25,-13,-10,-25,-61,-29,-27
0,-14,29,0,-19,-77,-122,-21
-35,-18,-46,-21,-43,-96,29,-47
19,-19,-5,7,65,59,127,53
-20,12,3,-18,-15,-97,-105,-70
-10,19,37,21,63,69,-49,92
-44,-10,-13,17,7,86,106,-14
-31,-13,-7,12,48,39,-7,-68
-25,1,-1,-25,-66,-16,-120,-37
37,0,9,6,-21,-60,59,111
-13,1,13,11,50,125,56,50
37,10,2,0,-28,43,-47,31
-28,-19,22,2,-17,7,-17,36
-1,15,-26,-6,2,-33,4,-71
-6,-19,5,-7,-34,-103,-104,20
-16,17,16,7,-38,-52,-109,60
-11,-13,26,65,127,40,115,19
58,19,-28,-16,12,-24,16,-104
-83,-13,-11,-12,-53,-93,-77,-28
53,3,19,-1,7,-70,-86,-51
-6,8,-33,-8,30,105,90,-41
3,-16,-8,2,-10,-21,-50,-36
27,17,5,6,24,9,-42,-29
5,22,4,-12,-27,-43,-73,-69
7,-18,-14,-27,-17,-21,-121,20
-26,5,7,3,-15,42,112,-3
25,18,-13,-16,7,-5,-49,72
5,-3,-5,-5,5,106,48,16
26,-11,1,-3,10,-7,29,25
-37,4,5,6,-3,-3,9,4
9,15,15,9,26,7,-14,23
-32,-10,-1,-2,-6,16,18,-20
28,2,-2,-8,-19,8,3,-5
19,-12,1,-7,8,-9,-122,-13
-35,-23,-12,4,43,124,-42,-31
-16,-2,-10,-2,-1,4,104,29
30,11,-23,-21,-17,-2,48,-41
-36,-2,1,-3,-9,-6,-58,2
23,-2,3,-1,2,-14,6,8
-7,5,0,-2,-16,-7,-43,-25
-32,-10,-1,-9,-6,-18,-46,18
-20,6,10,9,9,13,18,11
34,7,3,8,12,7,47,-6
-88,-11,-6,-3,-8,-13,-11,-23
32,6,3,-3,-17,-30,-16,13
-15,-5,-1,-5,-3,5,-5,-2
-7,-11,-3,0,4,-13,11,6
7,-1,-9,-10,-8,-3,-10,-2
-1,-2,2,-1,-2,10,-14,19
40,24,16,27,11,4,3,4
-7,-2,2,-3,-2,-8,11,8
1,-1,-5,0,-1,-3,-3,-1
-18,-5,-9,-12,-11,-1,-10,8
-23,-10,-6,-6,-2,1,12,-2
0,11,3,4,0,-20,11,-2
-4,-10,-6,-4,-4,3,1,1
-1,-6,-5,-8,-9,-7,-18,-1
-1,-2,2,-3,-1,3,-12,1
14,1,1,3,3,0,8,3
0,2,1,0,2,-2,3,-1
-24,-5,-6,-4,-5,-1,-7,6
10,-10,-20,-14,-6,-5,-6,-2
-6,-1,8,3,3,-3,7,-5
-37,-14,6,-8,0,-2,-1,-3
60,52,17,32,8,1,0,9
-20,-7,-16,-30,-12,-7,-11,-15
-17,-11,14,4,2,-2,1,0
21,1,-6,14,5,3,2,2
-7,-13,-6,-10,-5,-2,-2,4
0,-2,-11,-7,-1,-1,0,4
15,2,-14,-14,-6,-2,2,1
6,1,9,5,-2,-2,-3,-2
-25,-16,-13,-6,-1,0,-1,-1
12,11,11,7,2,0,-1,2
-2,-8,2,9,4,-3,5,8
6,6,5,-13,-6,-4,-4,-2
-25,-17,-16,0,0,0,-3,-4
